[START]	 Start Request By FPS Request	 2022-11-26 13:09:33
[START]	 Start Response	 2022-11-26 13:09:33
[RESULT]	 PID: 84050	 cpu usage: 0.0%	 memory usage : 0.268%
[SUCCESS]	 Matrix #1	 Recieved	 0.093
[RESULT]	 PID: 84050	 cpu usage: 100.3%	 memory usage : 0.269%
[SUCCESS]	 Matrix #2	 Recieved	 0.134
[RESULT]	 PID: 84050	 cpu usage: 100.3%	 memory usage : 0.270%
[SUCCESS]	 Matrix #3	 Recieved	 0.182
[RESULT]	 PID: 84050	 cpu usage: 100.4%	 memory usage : 0.270%
[SUCCESS]	 Matrix #4	 Recieved	 0.222
[RESULT]	 PID: 84050	 cpu usage: 100.1%	 memory usage : 0.270%
[SUCCESS]	 Matrix #5	 Recieved	 0.268
[RESULT]	 PID: 84050	 cpu usage: 100.3%	 memory usage : 0.270%
[SUCCESS]	 Matrix #6	 Recieved	 0.315
[RESULT]	 PID: 84050	 cpu usage: 100.1%	 memory usage : 0.270%
[SUCCESS]	 Matrix #7	 Recieved	 0.354
[RESULT]	 PID: 84050	 cpu usage: 100.2%	 memory usage : 0.270%
[SUCCESS]	 Matrix #8	 Recieved	 0.401
[RESULT]	 PID: 84050	 cpu usage: 97.7%	 memory usage : 0.271%
[SUCCESS]	 Matrix #9	 Recieved	 0.470
[RESULT]	 PID: 84050	 cpu usage: 98.1%	 memory usage : 0.271%
[SUCCESS]	 Matrix #10	 Recieved	 0.504
[RESULT]	 PID: 84050	 cpu usage: 100.0%	 memory usage : 0.271%
[SUCCESS]	 Matrix #11	 Recieved	 0.565
[RESULT]	 PID: 84050	 cpu usage: 100.5%	 memory usage : 0.271%
[SUCCESS]	 Matrix #12	 Recieved	 0.605
[RESULT]	 PID: 84050	 cpu usage: 100.2%	 memory usage : 0.271%
[SUCCESS]	 Matrix #13	 Recieved	 0.645
[RESULT]	 PID: 84050	 cpu usage: 100.1%	 memory usage : 0.271%
[SUCCESS]	 Matrix #14	 Recieved	 0.698
[RESULT]	 PID: 84050	 cpu usage: 100.3%	 memory usage : 0.271%
[SUCCESS]	 Matrix #15	 Recieved	 0.739
[RESULT]	 PID: 84050	 cpu usage: 100.3%	 memory usage : 0.272%
[SUCCESS]	 Matrix #16	 Recieved	 0.794
[RESULT]	 PID: 84050	 cpu usage: 100.2%	 memory usage : 0.272%
[SUCCESS]	 Matrix #17	 Recieved	 0.834
[RESULT]	 PID: 84050	 cpu usage: 100.2%	 memory usage : 0.272%
[SUCCESS]	 Matrix #18	 Recieved	 0.873
[RESULT]	 PID: 84050	 cpu usage: 100.2%	 memory usage : 0.272%
[SUCCESS]	 Matrix #19	 Recieved	 0.927
[RESULT]	 PID: 84050	 cpu usage: 100.1%	 memory usage : 0.272%
[SUCCESS]	 Matrix #20	 Recieved	 0.968
[RESULT]	 PID: 84050	 cpu usage: 100.2%	 memory usage : 0.272%
[SUCCESS]	 Matrix #21	 Recieved	 1.008
[RESULT]	 PID: 84050	 cpu usage: 96.7%	 memory usage : 0.273%
[SUCCESS]	 Matrix #22	 Recieved	 1.065
[RESULT]	 PID: 84050	 cpu usage: 99.4%	 memory usage : 0.273%
[SUCCESS]	 Matrix #23	 Recieved	 1.122
[RESULT]	 PID: 84050	 cpu usage: 100.3%	 memory usage : 0.273%
[SUCCESS]	 Matrix #24	 Recieved	 1.170
[RESULT]	 PID: 84050	 cpu usage: 100.2%	 memory usage : 0.273%
[SUCCESS]	 Matrix #25	 Recieved	 1.210
[RESULT]	 PID: 84050	 cpu usage: 100.2%	 memory usage : 0.273%
